Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,PNB.NS,SBIN.NS
2024-11-14,1139.7259521484375,835.087158203125,1247.325439453125,341.1866149902344,96.68827819824219,774.459228515625
2024-11-18,1125.23828125,841.1797485351562,1243.852294921875,344.1531982421875,97.69898986816406,784.136962890625
2024-11-19,1132.981689453125,859.507080078125,1239.53564453125,345.15203857421875,98.01969909667969,773.2555541992188
2024-11-21,1138.1773681640625,858.989013671875,1240.974609375,347.0199279785156,93.65614318847656,751.8296508789062
2024-11-22,1141.424560546875,861.15966796875,1268.2640380859375,351.8843078613281,97.00898742675781,785.8220825195312
2024-11-25,1154.9129638671875,880.8929443359375,1290.9886474609375,357.737548828125,101.17817687988281,813.1701049804688
2024-11-26,1143.822509765625,880.8683471679688,1294.9580078125,356.3092041015625,102.15001678466797,808.3071899414062
2024-11-27,1148.6683349609375,894.06494140625,1290.740478515625,356.22930908203125,101.4405746459961,803.2034912109375
2024-11-28,1131.532958984375,884.6176147460938,1276.5003662109375,351.434814453125,103.29679107666016,807.7775268554688
2024-11-29,1135.3297119140625,886.04833984375,1290.1451416015625,352.6434020996094,101.94593048095703,807.8739013671875
2024-12-02,1136.1290283203125,890.3156127929688,1294.6602783203125,350.3860168457031,102.0431137084961,805.4183959960938
2024-12-03,1159.509033203125,900.9715576171875,1298.381591796875,349.57696533203125,104.92948150634766,822.3182373046875
2024-12-04,1158.4599609375,917.6461791992188,1305.9730224609375,351.09521484375,106.91203308105469,827.855224609375
2024-12-05,1165.404052734375,920.4335327148438,1326.2664794921875,354.6211242675781,106.00821685791016,833.3922729492188
2024-12-06,1183.53857421875,915.5494995117188,1318.5758056640625,354.9807434082031,106.99949645996094,831.6589965820312
2024-12-09,1162.2567138671875,922.5302124023438,1312.1751708984375,356.8385925292969,105.70694732666016,826.266357421875
2024-12-10,1152.6649169921875,921.5928344726562,1320.2626953125,358.5266418457031,107.35907745361328,835.3663330078125
2024-12-11,1146.2703857421875,919.1261596679688,1317.3353271484375,358.5266418457031,105.52230072021484,829.684814453125
2024-12-12,1144.6717529296875,917.2268676757812,1319.0718994140625,353.3326110839844,104.78369903564453,822.0775146484375
2024-12-13,1147.169677734375,923.3934936523438,1334.6021728515625,360.714111328125,104.69623565673828,829.63671875
2024-12-16,1149.917236328125,920.1621704101562,1335.7928466796875,360.4743957519531,105.13356018066406,829.0589599609375
2024-12-17,1135.27978515625,904.4002685546875,1323.5374755859375,356.3990783691406,103.00523376464844,819.044189453125
2024-12-18,1121.291748046875,893.275634765625,1304.087646484375,355.59002685546875,100.12859344482422,807.103515625
2024-12-19,1107.953125,884.790283203125,1277.0462646484375,352.01416015625,100.60478973388672,801.95166015625
